subject	trial	stimfile	condition	code	response	distractor	initTime	rt	DV_inmot	DV_dist	DV_velmax	DV_velmax_start	DV_acc_flips	DV_ADavg	DV_AUC	DV_initang	DV_dist_maxveloc	DV_ang_tot	DV_angflp_lat	DV_angflp_mot
377	13	The boy is pushed by his sister.wav	2	passive	1	2	31.000000	2468.000000	2437.000000	2.805814	87.799493	2.000000	28.000000	0.429089	1.012747	-0.693060	0.031300	13.000000	0.000000	11.000000
377	19	The puppy was licked by the kitten.wav	2	passive	1	2	31.000000	2437.000000	2406.000000	2.033381	52.762058	86.000000	22.000000	0.325490	0.821769	1.061403	1.486942	10.000000	1.000000	9.000000
377	26	The dog was bitten by the snake.wav	2	passive	1	2	94.000000	2594.000000	2500.000000	1.592525	49.963355	9.000000	32.000000	0.203035	0.718450	0.051922	0.139200	13.000000	0.000000	12.000000
377	28	The panda is colored by the monkey.wav	2	passive	2	1	63.000000	3078.000000	3015.000000	1.862259	73.491106	64.000000	30.000000	0.239342	0.916895	-4.655859	0.879571	17.000000	0.000000	15.000000
377	31	The boxer is punched by the kangeroo.wav	2	passive	2	1	31.000000	3375.000000	3344.000000	3.190740	189.019591	84.000000	22.000000	0.482266	1.106276	-5.633774	1.820018	9.000000	3.000000	4.000000
377	33	The chicken was scared by the crow.wav	2	passive	2	1	109.000000	2547.000000	2438.000000	1.603530	57.840683	80.000000	20.000000	0.284418	0.770462	-0.429375	0.686247	4.000000	2.000000	2.000000
377	35	The aunt is assisted by her niece.wav	2	passive	2	1	31.000000	2594.000000	2563.000000	1.691678	111.113608	87.000000	28.000000	0.349896	0.860176	-17.230553	0.810130	15.000000	8.000000	5.000000
377	41	The husband was fed by his wife.wav	2	passive	1	2	110.000000	2875.000000	2765.000000	1.630461	64.980159	87.000000	34.000000	0.207945	0.648529	-12.805509	1.089810	9.000000	1.000000	6.000000
377	44	The skier was crushed by the snowboard.wav	2	passive	1	2	79.000000	3938.000000	3859.000000	2.018399	63.409076	50.000000	26.000000	0.108835	0.667985	-15.721125	0.814516	10.000000	2.000000	6.000000
377	48	The hero is killed by the robber.wav	2	passive	2	1	47.000000	2078.000000	2031.000000	1.641479	60.642511	81.000000	29.000000	0.288672	0.788139	-16.436308	0.833815	6.000000	2.000000	4.000000
377	53	The elephant was washed by the worker.wav	2	passive	2	1	78.000000	2703.000000	2625.000000	1.692512	57.332919	90.000000	39.000000	0.283645	0.860447	-3.028845	1.314514	16.000000	2.000000	14.000000
377	55	The chef was suprised by the mailman.wav	2	passive	1	2	62.000000	3640.000000	3578.000000	1.607282	51.869956	49.000000	24.000000	0.160797	0.726979	-9.945140	0.546249	9.000000	1.000000	8.000000
377	66	The pig was followed by the hen.wav	2	passive	2	1	157.000000	2922.000000	2765.000000	1.738277	54.533071	78.000000	25.000000	0.291753	0.848459	0.000000	0.851453	3.000000	0.000000	3.000000
377	69	The duck was led by the penguin.wav	2	passive	1	2	46.000000	2703.000000	2657.000000	2.255976	88.501840	96.000000	27.000000	0.389909	0.967917	-1.710637	1.813467	12.000000	1.000000	11.000000
377	80	The turtle was carried by the sheep.wav	2	passive	1	2	187.000000	3000.000000	2813.000000	1.620532	42.470253	72.000000	34.000000	0.136470	0.724412	-14.714566	1.043614	14.000000	2.000000	11.000000
403	27	The skier was crushed by the snowboard.wav	2	passive	1	2	125.000000	2718.000000	2593.000000	3.078239	168.930350	96.000000	29.000000	0.141525	0.742007	-2.503516	2.233587	25.000000	2.000000	23.000000
403	32	The pig was followed by the hen.wav	2	passive	2	1	94.000000	1953.000000	1859.000000	1.691110	152.129848	96.000000	34.000000	0.389101	0.826712	-12.264774	0.930460	14.000000	10.000000	4.000000
403	34	The hero is killed by the robber.wav	2	passive	2	1	62.000000	1890.000000	1828.000000	1.780714	112.585841	96.000000	48.000000	0.345225	0.777613	1.151150	1.217785	19.000000	2.000000	17.000000
403	44	The chicken was scared by the crow.wav	2	passive	2	1	109.000000	1969.000000	1860.000000	1.723825	106.148356	95.000000	46.000000	0.295393	0.715220	9.940860	1.089721	12.000000	5.000000	6.000000
403	54	The boxer is punched by the kangeroo.wav	2	passive	2	1	32.000000	1922.000000	1890.000000	1.607203	91.166791	96.000000	44.000000	0.287867	0.836977	0.000000	1.151369	10.000000	0.000000	10.000000
403	59	The aunt is assisted by her niece.wav	2	passive	2	1	94.000000	2141.000000	2047.000000	1.670467	154.254661	96.000000	39.000000	0.338794	0.957544	-11.729734	0.899193	22.000000	4.000000	18.000000
403	63	The turtle was carried by the sheep.wav	2	passive	1	2	78.000000	1969.000000	1891.000000	1.689994	152.277372	96.000000	41.000000	0.333222	0.793488	8.552441	0.928607	14.000000	2.000000	10.000000
403	64	The panda is colored by the monkey.wav	2	passive	2	1	78.000000	2828.000000	2750.000000	2.222049	179.230010	96.000000	34.000000	0.354292	0.977552	-4.100683	1.325899	32.000000	4.000000	27.000000
403	68	The dog was bitten by the snake.wav	2	passive	1	2	187.000000	2062.000000	1875.000000	1.707854	121.842656	92.000000	38.000000	0.380497	0.905833	33.179396	0.832704	12.000000	4.000000	8.000000
403	70	The duck was led by the penguin.wav	2	passive	1	2	109.000000	2062.000000	1953.000000	1.617254	124.472774	95.000000	37.000000	0.247384	0.701639	-7.536983	0.928595	9.000000	5.000000	4.000000
403	71	The boy is pushed by his sister.wav	2	passive	1	2	203.000000	2406.000000	2203.000000	1.550916	112.480686	95.000000	40.000000	0.291098	0.656994	-11.996209	0.847049	26.000000	18.000000	7.000000
403	74	The puppy was licked by the kitten.wav	2	passive	1	2	172.000000	1672.000000	1500.000000	1.512312	107.168014	95.000000	36.000000	0.244566	0.779085	-5.502468	0.931397	15.000000	3.000000	12.000000
403	75	The chef was suprised by the mailman.wav	2	passive	1	2	93.000000	2343.000000	2250.000000	1.851812	66.881230	93.000000	37.000000	0.298260	0.884468	-2.839003	1.404839	25.000000	2.000000	23.000000
403	79	The husband was fed by his wife.wav	2	passive	1	2	141.000000	2453.000000	2312.000000	2.092084	86.372605	89.000000	27.000000	0.367003	1.020812	-1.227579	1.281420	18.000000	2.000000	15.000000
409	18	The panda is colored by the monkey.wav	2	passive	2	1	125.000000	3312.000000	3187.000000	1.644965	123.164833	94.000000	25.000000	0.350278	0.682075	-29.137156	0.847454	3.000000	0.000000	3.000000
409	19	The chicken was scared by the crow.wav	2	passive	2	1	297.000000	2500.000000	2203.000000	1.682507	136.825058	91.000000	9.000000	0.282426	0.584080	-0.835785	0.580890	8.000000	4.000000	4.000000
409	21	The hero is killed by the robber.wav	2	passive	2	1	31.000000	1875.000000	1844.000000	1.463629	153.963042	94.000000	24.000000	0.276594	0.651018	6.789551	0.453846	15.000000	8.000000	7.000000
409	26	The dog was bitten by the snake.wav	2	passive	1	2	187.000000	1843.000000	1656.000000	1.597698	107.402373	96.000000	19.000000	0.205539	0.523759	-40.934871	1.060686	10.000000	2.000000	8.000000
409	36	The chef was suprised by the mailman.wav	2	passive	1	2	250.000000	2547.000000	2297.000000	1.589283	180.251915	89.000000	11.000000	0.250590	0.681145	-12.200469	0.649972	12.000000	4.000000	7.000000
409	38	The turtle was carried by the sheep.wav	2	passive	1	2	265.000000	1953.000000	1688.000000	1.864543	167.460306	17.000000	11.000000	0.142067	0.880272	-2.700351	0.079244	13.000000	1.000000	12.000000
409	54	The pig was followed by the hen.wav	2	passive	2	1	31.000000	2218.000000	2187.000000	2.176114	219.240034	10.000000	7.000000	0.271958	1.002165	-0.735433	0.236488	4.000000	2.000000	2.000000
409	67	The aunt is assisted by her niece.wav	2	passive	2	1	110.000000	2360.000000	2250.000000	1.950391	197.324319	10.000000	3.000000	0.283973	1.052373	-3.675728	0.164446	10.000000	1.000000	8.000000
409	73	The skier was crushed by the snowboard.wav	2	passive	1	2	125.000000	3563.000000	3438.000000	2.245945	290.057619	15.000000	16.000000	0.120542	0.648380	-17.583030	0.116925	6.000000	3.000000	3.000000
409	75	The boxer is punched by the kangeroo.wav	2	passive	2	1	47.000000	2188.000000	2141.000000	2.171474	80.457193	96.000000	16.000000	0.334767	1.059203	-0.574087	1.769188	13.000000	2.000000	11.000000
409	76	The duck was led by the penguin.wav	2	passive	1	2	47.000000	3719.000000	3672.000000	2.550480	217.641054	3.000000	9.000000	0.138445	0.956119	0.450384	0.016106	11.000000	1.000000	10.000000
409	77	The elephant was washed by the worker.wav	2	passive	2	1	62.000000	2734.000000	2672.000000	2.112004	199.777765	9.000000	14.000000	0.347660	0.967926	-0.902450	0.024701	12.000000	1.000000	10.000000
487	12	The chicken was scared by the crow.wav	2	passive	2	1	78.000000	2140.000000	2062.000000	1.601599	99.221901	85.000000	10.000000	0.258232	0.705035	1.604576	0.809599	7.000000	1.000000	5.000000
487	29	The chef was suprised by the mailman.wav	2	passive	1	2	266.000000	2906.000000	2640.000000	1.717328	127.244412	90.000000	27.000000	0.286058	0.509348	-18.051658	0.521257	21.000000	18.000000	3.000000
487	42	The dog was bitten by the snake.wav	2	passive	1	2	281.000000	3109.000000	2828.000000	2.256289	177.299823	86.000000	17.000000	0.366143	1.051100	7.268630	1.025074	15.000000	4.000000	11.000000
487	45	The husband was fed by his wife.wav	2	passive	1	2	265.000000	2687.000000	2422.000000	1.924196	183.484441	95.000000	18.000000	0.465609	0.781199	4.607991	0.905934	9.000000	2.000000	7.000000
487	48	The hero is killed by the robber.wav	2	passive	2	1	157.000000	2266.000000	2109.000000	1.839757	112.524969	92.000000	17.000000	0.339135	0.692405	17.393322	1.121894	10.000000	4.000000	6.000000
487	52	The aunt is assisted by her niece.wav	2	passive	2	1	94.000000	3422.000000	3328.000000	2.810835	214.556474	87.000000	31.000000	0.322261	0.374203	32.212606	0.974062	5.000000	3.000000	2.000000
487	56	The elephant was washed by the worker.wav	2	passive	2	1	78.000000	2265.000000	2187.000000	1.937716	129.385931	92.000000	17.000000	0.310089	0.519521	19.763511	0.981315	14.000000	1.000000	12.000000
487	66	The pig was followed by the hen.wav	2	passive	2	1	141.000000	3125.000000	2984.000000	3.519456	323.877242	96.000000	23.000000	0.620827	0.994805	-34.146285	1.900070	23.000000	14.000000	9.000000
